,Difference (+)
1045,-0.5438386600908304
1046,-0.5550815401597873
1047,-0.28240219051615645
1048,-0.34996454065097227
1049,-0.3510979379150945
1050,-0.14530986185996433
1051,0.11906273606130942
1052,-0.13807759749927898
1053,-0.571543298570925
1054,-0.48591733691215394
1055,-0.1587125785282211
1056,-0.6084390942289588
1057,0.13405558287439712
1058,-0.02969923697659581
1059,-0.1393954455877282
1060,-0.027630661614163256
1061,-0.4263772110688337
1062,-0.006017382776985411
1063,-0.5950346326422656
1064,-0.7924644781945193
1065,-0.3310552513247976
1066,-0.03332432081152815
1067,-0.635106514337558
1068,0.012138722519413732
1069,0.0010917441094810143
1070,-0.2860823870883341
1071,-0.6152390547893047
1072,-0.43275440531143794
1073,-0.6016091695695606
1074,-0.2796893851834041
1075,-0.399389908828839
1076,-0.32836828705278476
1077,-0.18881897454005123
1078,-0.44364727359665485
1079,0.3016459530862145
1080,-0.286507453405101
1081,-0.32037201980915614
1082,-0.17087523331361534
1083,-0.37841202531512286
1084,-0.07008090062789485
1085,-0.4030636263407635
1086,-0.1971015496032389
1087,-0.31025566190973375
1088,-0.4198560365792146
1089,-0.1953010340626513
1090,-0.1371289671687202
1091,-0.4618078224110448
1092,-0.19106422606224852
1093,-0.21883592544780067
1094,-0.07922290056729804
1095,-0.08793053034040052
1096,-0.23740021682081214
1097,0.10578680105120367
1098,-0.36406005588821894
1099,-0.48572852926883836
1100,0.07894640906808743
1101,-0.044446305830862384
1102,-0.5497306736817604
1103,-0.15120525823738393
1104,-1.113661548372398
1105,-0.2884681422086067
1106,-0.6026675777163084
1107,-0.5682004731298497
1108,-0.4624411257824963
1109,-0.6633281549293097
1110,-0.4377859991493444
1111,-0.35492212834697606
1112,-0.8796746194952801
1113,-0.13670969984346476
1114,0.052986119616291995
1115,-0.7627592950739277
1116,-0.8625486290410979
1117,0.4315842188619551
1118,-0.11215495688927081
1119,-0.32510397336382074
1120,-0.5178553010240708
1121,0.24877373106804054
1122,-0.45843025567503143
1123,-0.08109029997504458
1124,-0.5295920966842405
1125,-0.6969697105175506
1126,-0.37624044771313303
1127,-0.09291103957466296
1128,-0.4046175045188552
1129,-0.3750687157515342
1130,-0.6065420205489842
1131,-0.28418541764604804
1132,-0.2656682531642998
1133,-0.5882122396030373
1134,0.005757697680535616
1135,-0.1628354909844921
1136,0.027953857918845033
1137,-0.16387384233514818
1138,-0.2950664113829917
1139,-0.13459114186777024
1140,-0.049018679638877044
1141,-0.37874190517147077
1142,-0.30472343117717865
1143,-0.2061612225602402
1144,-0.261965262839418
1145,-0.5567609289430023
1146,-0.7425040896124766
1147,-0.35912062725832367
1148,-0.3261002198544334
1149,0.19409743296545745
1150,-0.5658385634413088
1151,0.07865272566956727
1152,-0.24649382884367313
1153,-0.3246261390054007
1154,0.15606400438620985
1155,-0.004578578631758911
1156,0.11692828979719509
1157,-0.32848433748534417
1158,-0.3924916427227698
1159,-0.42119664170124466
1160,-0.3877187137397912
1161,-0.13348046521719392
1162,-0.075327682490877
1163,-0.6387136474997944
