,Local (+)
974,5.110487877976742
975,4.947727829330594
976,5.212422134025431
977,5.100884109224827
978,5.494965599889119
979,5.038046167110005
980,5.1763429018637375
981,5.2536137801088865
982,5.271678850929405
983,5.172300229609249
984,5.203037819599789
985,4.973559538335631
986,5.386586325851387
987,5.094372574403042
988,5.094839347424508
989,4.933829172711024
990,5.270192127289014
991,4.98637311201572
992,5.099110385682769
993,5.1037701607124975
994,5.015432701049212
995,5.3510588945333755
996,4.810625240269774
997,4.908805909583598
998,5.330043717861477
999,5.318736182545208
1000,5.191142965657638
1001,5.2263817130035495
1002,4.995161040044477
1003,5.441864812009776
1004,5.398266905157114
1005,5.039829418122315
1006,5.15587483982808
1007,5.169221645797169
1008,5.0972030111946465
1009,5.363483549003609
1010,4.8513606570000425
1011,5.0935221882285475
1012,5.251805087329399
1013,5.387107732610891
1014,5.325671283457956
1015,5.709704928315682
1016,5.359448330815807
1017,5.189506194479054
1018,5.300011092737247
1019,5.008060546091976
1020,4.848830873099983
1021,5.111048636360154
1022,5.1648191122963905
1023,5.426561753515604
1024,5.020564424134502
1025,5.0812610922772565
1026,5.3679840149025635
1027,5.03289096658499
1028,5.137618802642251
1029,5.2629536133022015
1030,5.091742447909995
1031,5.161919739818558
1032,5.48137628756489
1033,5.083491280681396
1034,5.089802853172419
1035,5.265543595574521
1036,5.385466920341791
1037,5.247196122151149
1038,5.17256604126425
1039,5.217369576692935
1040,5.27542456556483
1041,5.28809634388888
1042,5.537813377955725
1043,5.17369658009248
1044,5.276634515811095
1045,4.970244590122858
1046,5.446112290742678
1047,5.098877359891568
1048,5.243159856305595
1049,5.241057808415198
1050,5.169794153431386
1051,5.27589879863362
1052,5.649319482709495
1053,5.300942554291409
1054,5.377514989603276
1055,5.420353330758206
1056,5.208493157914852
1057,5.466310980806552
1058,5.439061659501643
1059,5.639853649984522
1060,5.453376941420279
1061,5.081348770588944
1062,5.019740836361886
1063,5.376316929789696
1064,4.844608362156431
1065,5.155633050367025
1066,5.378789106201719
1067,5.260236425173456
1068,5.319873216877362
1069,4.962601856587363
1070,5.216626025142872
1071,5.317886932752444
1072,5.273186427038245
1073,5.460062509950885
1074,5.344368680716208
1075,5.0443284721323
1076,5.18220028372478
1077,5.235554275448867
1078,5.367612253759816
1079,5.330945299288446
1080,5.296137143017824
1081,4.995538775530154
1082,5.3201143495788275
1083,5.6291170198592315
1084,5.065113628407841
1085,5.481941853389318
1086,5.455241036875129
1087,5.337814946983278
1088,5.0581675820863605
1089,5.466865743438762
1090,4.949890429755744
1091,5.2448712608706805
1092,5.568044129746852
1093,5.190233877853604
1094,5.469955378059657
1095,5.3732034265144275
1096,5.514837382897711
1097,4.972906550882172
1098,5.1023826107304115
1099,5.05982272132778
1100,5.290653270568019
1101,5.371363008447213
1102,5.2529479750871415
1103,5.219920866932495
1104,5.15470304497605
1105,5.613993603607887
1106,5.240280747133997
1107,5.436945593928556
1108,5.338016097941768
1109,5.55994123546453
1110,5.350370141606761
1111,5.3827000296728285
1112,5.678467435384003
1113,5.333764895230375
1114,4.963106119282573
1115,5.274384592149893
1116,5.297683895135985
1117,5.024057665555814
1118,5.179629389009332
1119,5.380430331503244
1120,5.0909613877043585
1121,5.153147971218036
1122,5.164029255912587
1123,5.239718421336674
1124,5.200431403416494
1125,5.313817396600531
1126,5.352017411080556
1127,5.310718534157928
1128,5.209802682201674
1129,5.447507057612898
1130,5.136957576408183
1131,4.987345076456437
1132,5.201377764381887
1133,4.942853417409983
1134,5.067300141260399
1135,5.562230617411517
1136,5.532064254996518
1137,5.6383515167812215
1138,5.381986601962899
1139,5.365987749433894
1140,5.235615613908501
1141,5.380292608761091
1142,5.436711048189914
1143,5.517711082037247
1144,5.4262328414324275
1145,5.350438374922676
1146,5.550989172413303
1147,5.273304181641604
1148,5.5764569981766625
1149,5.1108937811020825
1150,5.296723220129654
1151,5.056675427269387
1152,5.814728651310467
1153,5.126955911266672
1154,5.373674994647196
1155,5.268875145886846
1156,5.685209938161312
1157,5.277786916524412
1158,5.342902396890807
1159,5.396963805250918
1160,5.700569333993697
1161,5.275867305849472
1162,5.32022404285675
1163,5.4243426897542495
1164,5.25000845751222
1165,5.565333009414292
1166,5.284424411409287
1167,5.413663325625485
1168,5.324303777416127
1169,5.579759804337317
1170,5.266666313769985
1171,5.489285307609414
1172,5.472611451777331
1173,5.500270197178447
1174,5.636260894938132
1175,5.404189059325718
1176,5.298825951201006
1177,4.8225480619742385
1178,5.392430125426196
1179,5.3942530964114646
1180,5.204765436428067
1181,5.334105540793614
1182,5.081308738784464
1183,5.486833947665222
1184,5.435061619950626
1185,5.404755331888668
1186,5.491906321782199
1187,5.374428076840554
1188,5.348270273017398
1189,5.498266244160035
1190,5.75598972213845
1191,5.271772083484177
1192,5.724824049134979
1193,5.344727214039617
1194,5.310761213259253
1195,5.488259910314408
1196,5.382385383334044
1197,5.184717864749172
1198,5.402387618732007
1199,5.150286033808617
1200,5.410648516387197
1201,5.371981479128502
1202,5.349021693662925
1203,5.276748670202533
1204,5.644721173221732
1205,4.962262976888716
1206,5.785463763885062
1207,5.328770156544607
1208,5.453184068081789
1209,5.446320027086005
1210,5.296108918027414
1211,5.359073403291358
1212,5.473673834207918
1213,5.682628708568936
1214,5.401228027879202
1215,5.627193843834148
1216,5.636400787934939
1217,5.488352856722733
1218,5.573394222338589
1219,5.63741689877059
1220,5.480060430257836
1221,5.511282119261257
1222,5.46030509779566
1223,5.570040225707238
1224,5.312047706200231
1225,5.522304548296135
1226,5.19443799693831
1227,5.8807965540543385
1228,5.619748718506865
1229,5.63206119043578
1230,5.357034981437601
1231,5.556300647288924
1232,5.364427612526114
1233,5.550157864908575
1234,5.51476777373797
1235,5.686599092607791
1236,5.6027570527039225
1237,5.326671835402412
1238,5.539215902086731
1239,5.40401247991726
1240,5.550836113284809
1241,5.256210532726663
1242,5.411414928816733
1243,5.574729418970652
1244,5.379923254087982
1245,5.395753756968885
1246,5.429633372094833
1247,5.66964995666294
1248,5.427340683593893
1249,5.602323863713477
1250,5.439667386854921
1251,5.761853530358715
1252,5.952458956058405
1253,5.288902365389382
1254,5.31408123934285
1255,5.489476850901453
1256,5.5316846531165895
1257,5.290678890078256
1258,5.659669892257359
1259,5.279316329535912
1260,5.43357040806388
1261,5.333689619492391
1262,5.829155178954655
1263,5.7558529663066444
1264,5.475497795043675
1265,5.613421743029938
1266,5.743381642013477
1267,5.637439163891597
1268,5.885131722713291
1269,5.3086227573073375
1270,5.436803958194462
1271,5.7258603044272744
1272,5.724715004620711
1273,5.717233786356268
1274,5.8470775181611065
1275,5.449874517070118
1276,5.379026260926793
1277,5.404149879096308
1278,5.684352081216373
1279,5.593092816259278
1280,5.365972606411981
1281,5.6288278049488225
1282,5.658163621669115
1283,5.276329508292062
1284,5.613295397772285
1285,5.504977944193639
1286,5.583553043284571
1287,5.47381708487745
1288,5.565234699224642
1289,5.54153939950078
1290,5.7980870468281305
1291,5.5139051661146565
1292,5.6980553317750795
1293,5.484472903209694
1294,5.77131992354683
1295,5.524108635484741
1296,5.624883533605993
1297,5.289015336878932
1298,5.510169369220577
1299,5.653718616597121
1300,5.566663983193959
1301,5.446816268357108
1302,5.428070413940553
1303,5.697451060550276
1304,5.312099543381845
1305,5.418285958238505
1306,5.69678547476453
1307,5.670138727919506
1308,5.692443092818289
1309,5.815767906539452
1310,5.749742807336653
1311,5.657854692210606
1312,5.758640429408971
1313,5.427461320015537
1314,5.759138040157269
1315,5.310272710610814
1316,5.654842796738537
1317,5.66009575026124
1318,5.527103852480885
1319,5.503249581132388
1320,5.7661059513166295
1321,5.597990877287692
1322,5.504969297156352
1323,5.348634240379549
1324,5.952826189941111
1325,5.684517049672116
1326,5.663750143229323
1327,5.527390975204835
1328,5.57341789334281
1329,5.486913190072817
1330,5.862219482700082
1331,5.859236580859059
1332,5.683584305915242
1333,5.042766552718875
1334,5.343218235443929
1335,5.662843035233666
1336,5.85151106826589
1337,5.460914339918536
1338,5.7556537167944315
1339,5.556013031350385
1340,5.396207108277842
1341,5.469458817312259
1342,5.53706717370562
1343,5.175239040411837
1344,5.712320807187362
1345,5.588198852054675
1346,5.499162059290072
1347,5.69627053183281
